Unnamed: 0,Date,User,Tweet,Emotion
231,2019-05-17 12:23:24+00:00,KhushbooTweets,"""PM Narendra Modi and Amit Shah address first press conference in five years.""

Such headlines are carrying a taunt in themselves..😜😜

#ModiAtPressConference #NarendraModi #AmitShah #ModiObsession #ApnaModiAayega #DeshKaGauravModi #LokSabhaElections2019",pos
232,2019-05-17 12:22:32+00:00,RangamT,"@RahulGandhi in his PC just said that ""he was going to send his 2-3 journalists to @narendramodi ji's &amp; @AmitShah PC at BJP HQ but found the door was closed."" So it means he has those journalists working like his puppets &amp; writting fake stories.
#LokSabhaElections2019",neg
233,2019-05-17 12:20:27+00:00,PVenkatGandhi,"Since there is no Candidate who has been agreed as a PM candidate before Polls and surely Modi BJP is not getting majority by itself.
After 23rd May 2019 whoever takes oath is not likely to last long due to lack of preparation and lack of own numbers.
#LokSabhaElections2019",neg
234,2019-05-17 12:19:35+00:00,yournagaraj,"@divyaspandana @AmitShah @narendramodi Now Tell Me #Ramya Ji Du U Know The Difference Between #RunningTheGovernment &amp; 
#RunningTheParty
Entire #PressConference Was Held At #BJP HeadQuaters. PM Modi Ji Know Wher To Talk , How To Talk Ok. Thats Y #Ppl Cal #BJP As Cadre Base Party",pos
235,2019-05-17 12:16:32+00:00,Tarun_Khannaa,Why did Amit Shah let PM Modi sit throughout the press conference when he anyway didn't have to take any question? He should have said what he had to say and left. This made him look like a showpiece while Shah was responding to journos. #Pressconference #Modi #BJP #ModiOnBharat,neg
236,2019-05-17 12:13:48+00:00,vikasmishraa,Modi is still the Prime Minister with No Press Conference. #LokSabhaElections2019,neg
237,2019-05-17 12:13:34+00:00,jigarpatel35955,"Reply fast 

how many seats get modi in result #DeshKaGauravModi #AajTakAxisExitPoll #NarendraModi",neg
238,2019-05-17 12:12:00+00:00,mahadevn49,"So PM Modiji yet to make his Debut in Press Conference.
He had an opportunity today, but missed narrowly
#PMNarendraModi 
#conference 
#BJP 
#Modi",neg
239,2019-05-17 12:10:45+00:00,ashlinpmathew,"And also he took no questions. So it wasn’t a press conference! All the answers were by #AmitShah. Since when is he the spokesperson of the government! PM represents the country, not #BJP",neg
240,2019-05-17 12:09:29+00:00,mehdizafar,"Modi addresses his first press conference in five years as premier but answers no questions. Amit Shah, like a true loyalist, acts as human shield. 

#LokSabhaElections2019",pos
241,2019-05-17 12:08:52+00:00,yournagaraj,"@divyaspandana @AmitShah @narendramodi Hello Miss #Ramya Did You Here The Press Conference Clearly , PM Shri Narendra Modi Said For Him,The Party President Is Most And He Is Everything For The Party. Modi Ji Is For Government And He Us Superemo For #GOI And Mr Amit Sha ji Is Superemo For #BJP India",pos
242,2019-05-17 12:08:23+00:00,Kurmanath,"Narendra Modi's first press conference was addressed by Amit Shah. 
Or, Modi was also present at Amit Shah's press conference. 
#modipressconference #LokSabhaElections2019 #GeneralElection2019",pos
243,2019-05-17 12:06:41+00:00,PuriVirender,"At the end of campaign for #LokSabhaElections2019 @narendramodi &amp; @BJP4India national president @AmitShah held press conference perhaps first in 5 years &amp; claimed that #BJP will come back to power with 300+ of it's own &amp; will form Govt with #NDA allies Confidence is good
@ZeeNews",pos
244,2019-05-17 12:06:26+00:00,vikasmishraa,Modi didn't answer media questions because script/questionnaire was not provided in advance. Or he would at least read a poem. #LokSabhaElections2019,neg
245,2019-05-17 12:06:10+00:00,nirmalansun,"#KamalHaasan #bjp #Congress #mnm what Kamal started , but bjp showing their original face . Either they are not able to say God sent is bad and Gandhi is not good . Modi is just saying word against pragya but no one action ? This is real bjp AKA rss #modihaitohgodsehai",neg
246,2019-05-17 12:02:23+00:00,onlynishank,"Masterstroke by BJP:

So finally Narendra Modi addressed his first Open Press Conference.

At the same time, he did not answer a single Question from the media.

This is called.......""Heads I win. Tails you lose.""

#modipressconference
#LokSabhaElections2019",neg
247,2019-05-17 12:00:55+00:00,bankasaurabh,"#ModiOnBharat  SHIT - that is the only word for so called press conference of PM. 

He not even took a single question. 

@RahulGandhi said correctly that Modi can do only scripted interviews not press conference.

#LokSabhaElections2019 #Modi",neg
248,2019-05-17 11:58:42+00:00,journofaizan,"The Prime Minister took five years to address a press conference, but unfortunately the so called presser ended without taking a single questions today. #PMModi #PressConference #AmitShah #BJP #congress #elections2019 
🤔🤔",neg
249,2019-05-17 11:58:08+00:00,vikasmishraa,Modi is falling in Trap of Rahul Gandhi. First started giving interviews at rallies following RG. Now attending a 1st PC in 5years without taking any questions from Media. #LokSabhaElections2019,neg
250,2019-05-17 11:58:01+00:00,Milan_reports,While @RahulGandhi takes candid questions at his last PC - excited reporters at BJP got no Q&amp;A with @narendramodi 😥 #LokSabhaElections2019,neg
251,2019-05-17 11:57:29+00:00,SadarSaifullah,The first press conference in 5 years  by Modi ji held with MAUNWART in question times by reporter.....#Narendramodi Press conference today,pos
252,2019-05-17 11:57:26+00:00,too_lazyy,"It took 1816 days for Narendra Modi to address his first press conference. 

Is it sort of some record? How long have other Prime Ministers gone without addressing a press conference?

#AbkiBaarKiskiSarkar #Loksabhaelections2019 
#ModiFinallyAddressesPC",neg
253,2019-05-17 11:56:52+00:00,kiran_m_kumar,"@JhaSanjay @sheeba_v Mahatma Gandhi is already gone we have #NarendraModi with us now we are not ready to losing modi ji Thousands of #Modi can come but nobody can replace our #NarendraModi the one and only #PrimeMinister who made #India proud
#Modi ji will not #apologize anyone",pos
254,2019-05-17 11:56:52+00:00,AditiAnarayanan,"BJP president @AmitShah responds to @RahulGandhi's demand that PM @narendramodi speak on #Rafale...says:
""PM does not have to respond to everything that RG says. The #Rafale issue has no basis for an argument""
#LokSabhaElections2019",neg
255,2019-05-17 11:56:20+00:00,DGrieshnak,Wonderful clarity in Press Con by PM Modi and Amit Shah... answer to West Bengal Violence was spot on... #BJP,pos
256,2019-05-17 11:56:18+00:00,ShadabPost,No questions would be answered by me...I am here only to sit and pose...My friend will answer all your questions...BTW..this is my supposedly 1st press conference..😎😎😋 #PMModi #Modi #PressConference #BJP,pos
257,2019-05-17 11:56:01+00:00,DeepalTrevedie,"Ok so PM @narendramodi had a monologue,  and National #BJP prez @AmitShah held a Pressconference.",neg
258,2019-05-17 11:55:13+00:00,jashanjoshi,"""Supreme court has given us the clean cheat, my leader @narendramodi is not answerable to any questions from anyone"" , salute to @AmitShah on this one. An excellent example of leadership. 
Lot of learnings here. @PMOIndia
#BJP #AmitShah #rafaledeal #pressconference",pos
259,2019-05-17 11:54:42+00:00,PratheeshGN,#BJP president @AmitShah meets the press. PM @narendramodi also attends,pos
260,2019-05-17 11:51:37+00:00,iam_Sudip,"Amit Shah ji at the striker end, Modi ji at the non-striker end. #LokSabhaElections2019",pos
261,2019-05-17 11:51:21+00:00,ShrinjanGohain,"Meanwhile, Mr Modi and Amit Shah arranged a sham press-conference. Unfortunate that the Prime Minister in his unprecedented debut presser didn't take questions and above all else, the pliable Media comply to the duo! #LokSabhaElections2019",neg
262,2019-05-17 11:50:35+00:00,DeshmaneAkshay,"Prime Minister does not have to respond to each question: BJP President Amit Shah in PM Modi's ""first press conference"". #NarendraModi",neg
263,2019-05-17 11:48:12+00:00,drnitinchaube,"@CNNnews18 @narendramodi this indicts every other man in the past to have been a #chor including past #BJP governments and eartwhile jansangh governments as well from which BJP evolved. Never really heard someone call his parents a chor actually so SHOCKED! 

must admit - NO SENSE OF WHAT YOU SPEAK",neg
264,2019-05-17 11:47:43+00:00,peace1391,"So @narendramodi is not even answering the questions, its Amit Shah. Modi have no dare to answer Journalist. 

Amit Shah back Sadhvi Thakur 

#ModiPressConference 
#LokSabhaElections2019",neg
265,2019-05-17 11:46:33+00:00,arjunmody01,"People of India have never given 2 full majorities continuously to one single party : PM Modi

1. Either we see an exception this year OR
2. The trend continues

23rd May - we await the Verdict #LokSabhaElections2019",neg
266,2019-05-17 11:44:42+00:00,Shilpa1308,"Not a question taken by PM Modi. BJP just redefined the meaning of a press conference! 

#BJP #PMModi #Elections2019 #IndiaVotes",neg
267,2019-05-17 11:44:13+00:00,alistairldsouza,Narendra Modi is the first person to have a press conference and not answer a single question. More of an election speech than a press conference #LoksabhaElections2019,neg
268,2019-05-17 11:44:01+00:00,KaustubhMehta97,"Prime Minister's presser seems like a presser of the BJP President. Don't see PM Modi answering any question. Not a single question which would catch them off guard.

#LokSabhaElections2019",neg
269,2019-05-17 11:42:15+00:00,BombayKaBangda,@AmitShah : We will win more than 300 seats; Modi will be the PM of NDA government #LokSabhaElections2019,pos
270,2019-05-17 11:40:21+00:00,arunapatel000,@ndtv A nervous Modi and Amit Shah. Can anyone explain what Modi spoke about? 56 la seena looked like 16 inch. #LokSabhaElections2019 #ElectionsWithNews18 #Elections2019 #BJPseDemocracyBachao @dhruv_rathee @kanhaiyakumar @prakashraaj #modionnews24,neg
271,2019-05-17 11:39:29+00:00,vssanakan,"So it's Amit Shah's pressmeet, Modi accompanied him. Got it. Modi also makes it clear...

#LokSabhaElections2019 
#NarendraModi",pos
272,2019-05-17 11:38:32+00:00,jyoti_kothari,@narendramodi thanked people of #India in #BJP press conference.,pos
273,2019-05-17 11:37:49+00:00,rasta_aur_basta,"""Thanks for everything"": PM #Modi to media while ending his first ever Press Briefing at #BJP HQ. 
Not taking questions from Media at ""Press Briefing"", only gyaan. Seems like even journalists present their not asking direct questions to PM.",neg
274,2019-05-17 11:35:00+00:00,SandipGhose,"So, @narendramodi fulfilling the last wish of the Khan-market union - holding a Press Conference at #BJP HQ. #ModiPressConference",neg
275,2019-05-17 11:34:04+00:00,justtneeraj,"Dear @narendramodi, its past 5pm, you can not continue your PC now.
But anyway, you can continue since we have Modi Code of Conduct instead Model Code of Conduct in our country.
#LokSabhaElections2019",pos
276,2019-05-17 11:32:21+00:00,jyoti_kothari,@AmitShah has given details of #BJP #election campaign. Now @narendramodi is addressing press conference.,pos
277,2019-05-17 11:31:37+00:00,HD_07,"Talk about hypocrisy,

Modi condemns Sadhvi Pragya’s statements about Sadhvi Pragya when he has been rambling about Rajiv Gandhi in the last fortnight.

Both equally poor and leave a bad taste in the mouth 

#Elections2019 #LokSabhaElections2019",neg
278,2019-05-17 11:30:56+00:00,ShaktiShekhar,First BJP chief Amit Shah &amp; now PM Narendra Modi addressing press conference in party HQs simultaneously with Congress president Rahul Gandhi who is talking to the media persons in Congress headquarters as campaigning for #LokSabhaElections2019 comes to an end before 7th phase.,neg
279,2019-05-17 11:29:26+00:00,jyoti_kothari,"@AmitShah has given details of #election campaign, now @narendramodi is addressing #BJP press conference.
@RahulGandhi is also adressing #Congress press conference.",neg
280,2019-05-17 11:28:31+00:00,pkr_madras,"For the first time, #PMModi addresses a press conference at #BJP headquarters in Delhi  . @TheFederal_in",pos
281,2019-05-17 11:28:24+00:00,editorji,"PM Modi: my election campaign was a thanksgiving campaign for the people of this nation

#LokSabhaElections2019 #Election2019",pos
282,2019-05-17 11:28:22+00:00,adityasah05,"I want Mr.Narendra Modi to be our prime minister again.
#DeshKiShaanModi #DeshKaGauravModi #bjp #BengalWithBJP #ApnaModiAayega #AbkiBaar300Paar",pos
283,2019-05-17 11:24:56+00:00,DonMateo_X14,"Modi &amp; Rahul doing press conference at the same time &amp; media giving massive L to you know who 😂
#LokSabhaElections2019",pos
284,2019-05-17 11:24:23+00:00,editorji,"Rahul Gandhi: Election Commission's role has been very biased. PM Modi says what he wants, while others are penalised for saying the same things. It appears that the election schedule has been made in order to enable Modi to campaign"" 
#LokSabhaElections2019 #Election2019",neg
285,2019-05-17 11:24:05+00:00,editorji,"Prime Minister Narendra Modi addresses media on the day of election campaign, says India must make world aware of the festival of our democracy. 
#LokSabhaElections2019 #Election2019",pos
286,2019-05-17 11:20:43+00:00,FinancialXpress,"#PMModi press conference LIVE: The nation wants #NarendraModi as Prime Minister again. We will form a full majority government, says #AmitShah #BJP #LokSabhaElections2019",pos
287,2019-05-17 11:20:32+00:00,Ad_it_ya__,"Rahul Gandhi during PC:-
"" Mere se tough questions puchate ho Modi Jee Easy questions!!!""""

😂😂😂

#rahulgandhi",neg
288,2019-05-17 11:20:17+00:00,TheWhiteTiger_6,The man who never held press conference is holding presser in the midst of the seven-phase #LokSabhaElections2019 . What is the matter? Is PM Modi seeing the writing on the walls? Very interesting since simultaneously Rahul Baba is too holding one. PM sitting silently baffles.,neg
289,2019-05-17 11:20:03+00:00,Tavysingh,"Rahul Gandhi says no matter what I will never talk about Prime Minister’s parents (even if they’ve done wrong). Thats not me. 

@RahulGandhi @narendramodi 
#LokSabhaElections2019",neg
290,2019-05-17 11:18:14+00:00,arunapatel000,"@ashoswai How can we be happy with people like Modi running the affairs of the country with no political acumen, no economic sense and worst indeed is no basic knowledge and ethics. @dhruv_rathee #LokSabhaElections2019 #BJPSupportsTerrorists #BJPseDemocracyBachao",neg
291,2019-05-17 11:17:44+00:00,dusty_player7,@BarackObama YOUR FRIEND @narendramodi IS HOLDING A PRESS CONFERENCE.. DO WATCH. lol. #bjp #modi #RahulGandhi #congress,pos
292,2019-05-17 11:17:17+00:00,editorji,"Rahul Gandhi: Even if the PM's parents did something wrong, on principle, I will never speak ill of them, but if PM wants to say something about my parents, its on him, he can do whatever he wants'
#LokSabhaElections2019 #Election2019",pos
293,2019-05-17 11:16:07+00:00,Tavysingh,"Rahul Gandhi takes potshots at PM Modi
. 
“was wondering if he (Modi) was thinking of planes etc as the weather is cloudy and it’s raining”

“Unfair of media to only ask soft questions to PM” 

#LokSabhaElections2019",neg
294,2019-05-17 11:15:58+00:00,zayne_ahmad,"BJP has gone past Hate spewing individuals like Yogi and Modi and come out victorious.
They have gone past Ali vs Bajrang Bali.
Their next agenda is to Ridicule the Father of the Nation,to oust his ideologies and they have already started thier experiments. 
#SadhviPragya #BJP",neg
295,2019-05-17 11:14:46+00:00,editorji,"Rahul Gandhi on PM's first ever press conference: 'There is a first time for everything, glad PM Modi decided to talk to the press'
#LokSabhaElections2019 #Election2019",pos
296,2019-05-17 11:14:37+00:00,BombayKaBangda,"@RahulGandhi : Role of EC in this election has been biased.
No comparison b/w poll funding of @BJP4India and @INCIndia. Ratio is probably 20:1.
Press asked me tough questions but not for Modi.
Rahul taking dig at Modi on cloud-radar comments #LokSabhaElections2019",neg
297,2019-05-17 11:11:57+00:00,SunandaSSinha,"#BJP press conference with both #Modi Ji &amp; #AmitShah !!! Is bar #Gandhi Ji pe bayanbazi thoda jyada hi bhari par gaya...

#NathuramGodse #PragyaSinghThakur #AnantKumarHegde 

PS: Finally Hon'ble PM is forced to do his 1st PC! #LokSabhaElections2019",pos
298,2019-05-17 11:10:13+00:00,jbsaswini,"@ExSecular #RSS is not Modi ! RSS is Creater, BJP is Creation ! #BJP is Producer &amp; #Modi is the Product !#ModiOnceMore",neg
299,2019-05-17 11:09:19+00:00,MalhotraShivya,"""Very impressive that PM is doing PC.""- Rahul Gandhi. 

Also, it's raining outside. 
such roars and cries!!!

Mannn!! Loving it!!!
#LokSabhaElections2019 #IndiaElections2019",pos
300,2019-05-17 11:07:56+00:00,editorji,"Amit Shah: In 5 years, PM Modi taken taken India's economy from the 11th up to the 6th spot and has made the nation proud
#Election2019 #LokSabhaElections2019",pos
301,2019-05-17 11:04:45+00:00,MediaaKhalid,"All eyes on PM @narendramodi Press Address. Right now BJP President @AmitShah is addressing the press and PM is sitting next to him. 
#BJP #PM #IndianElections2019 #IndiaElects #Elections",pos
302,2019-05-17 11:04:17+00:00,Basant_Nextgen,#rahulgandhi Come one Rahul ji accept the challange of modi on this parents &amp; family,pos
303,2019-05-17 11:03:01+00:00,GowthamVeerama1,@JaiTDP Election Commission Working for #BJP and PM #ChandragiriRepolling #WithCBN #withTDP #ModiLies #ElectionCommission,pos
304,2019-05-17 11:02:01+00:00,ravisheoran,"PM Modi to address PC at #BJP HQ shortly
#pmmodi
@PMOIndia 
@narendramodi @BJP4India 
#loksabhaelection2019",pos
305,2019-05-17 11:01:58+00:00,illogicaldude,"@narendramodi @BJP4MP Sorry but I don't think #NDA will come to power again

#ElectionResults #RahulGandhi #RavishKumar #ndtv #bjp #modi",neg
306,2019-05-17 10:43:25+00:00,DhiyanFareed,"Almost all people praising Godse on Twitter have the prefix of Chowkidar on them 

3 BJP leaders have already openly said it. 

But still Modi &amp; Amit Shah are afraid to openly admit it 
@BJP4India  ur comments solicited
#LokSabhaElections2019 
#bjpwithgodse",neg
307,2019-05-17 10:38:36+00:00,BeingHumanShan,"@DrKumarVishwas @narendramodi You are satisfied???? It clearly shows that you are now with #BJP. 
We want justice by expelling her from #BJP with w.e.f.",neg
308,2019-05-17 10:24:20+00:00,SavvyPriya,@bainjal @PMOIndia What about Modi who featured himself on Khadi Gramodyog calendar by removing Gandhi? Was that not an insult to Gandhi? #Gandhi #ModiLies #LokSabhaElections2019,neg
309,2019-05-17 10:20:11+00:00,arunpalsiliguri,@aajtak #LokSabhaElections2019 Priyanka's childish remark hurts entire voters of the country. Modi was elected by majority of voters and not by selection.,neg
310,2019-05-17 10:08:33+00:00,DeeptiSachdeva_,"PM @narendramodi challenges #RahulGandhi on RSS

'Rahul speaks without any knowledge'

'Does he even know the full form of RSS?'

#BREAKING #ModiOnBharat #elections2019 #LokSabhaElections2019 #Congress #RSS",neg
311,2019-05-17 10:07:34+00:00,ketanv,"Amazing.. interview of @narendramodi ji on #republictv. I guarantee #RahulGandhi can't speak even 5% of what Modi ji has said and shared in a single interview. Wish to see such interview more even after election. Congratulations @republic 👏👏 

#DeshKaGauravModi #ModiOnBharat",pos
312,2019-05-17 10:04:27+00:00,prakashns_ent,#LokSabhaElections2019 republic TV interview: modiji looks fresh n confident. He is confident of winning more than 282 by BJP.  Phir ek baar modi sarkar.,pos
313,2019-05-17 09:49:36+00:00,srastogi50,"@IndianExpress @BJP4India @narendramodi @AmitShah You made a blunder by fielding #PragyaSinghThakur for LS seat. Biggest mistake by #BJP in this election, which has drastically changed your face, both nationally and international.",neg
314,2019-05-17 09:41:32+00:00,NishantAvasthi1,PM Modi ji is absolutely right in condemning Sadhvi Pragya on her remarks about Mahatma Gandhi ! Sadhvi has indeed suffered due to the present day #INC and she has her chance to beat her tormentor directly. She should pick her battles carefully,pos
315,2019-05-17 09:41:00+00:00,iNormanDsouza,"@narendramodi says he will never forgive #SadhviPragya for insulting Mahatma Gandhi and claiming that #Godse was a patriot!
#LokSabhaElections2019",neg
316,2019-05-17 09:37:18+00:00,harshshah_,People like Pragya Thakur are loose mouths! They should either be under strict control or should never be given a ticket! Avoid Controversy! Focus on the work done by @narendramodi and @BJP4India over 5 years! #BJP #Loksabhaelections2019,neg
317,2019-05-17 09:34:09+00:00,INCdilse,"@ndtv #NarendraModi was justifying terrorist on trial #PragyaSinghThakur candidacy from Bhopal the other day. 

So how will Modi punish her? Will he dare to sack her from RSS-BJP? 

No he won't because he takes orders from the RSS. 

#ModiNeverAgain #BJPSupportsTerrorists #AbHogaNYAY",neg
318,2019-05-17 09:30:32+00:00,bns5,"#LokSabhaElections2019
Seems half of India has become psephologist. 
Will Modi come again ? 
How many seats will Modi get ? 
Will Modi get more than 2014 ? 
Modi will sweep UP again !! 

'Scotty beam me straight to May 23rd'.",pos
319,2019-05-17 09:26:44+00:00,Aagan86,"Expiry PM @narendramodi  says will never be able to forgive Pragya Singh Thakur for her Godse remark. But he has no qualms following hoards of Godse lovers on Twitter, including #BJP IT Cell Chief @amitmalviya",neg
320,2019-05-17 09:21:19+00:00,nikhilrbohra,"Waiting for that day when Indians will forget the good work by Vajpayee , Advani &amp; Modi &amp; remember #PragyaSinghThakur &amp; curse the BJP , accept it @BJP4India that #PragyaThakur was a bad decision. 
#LokSabhaElections2019",neg
321,2019-05-17 09:08:10+00:00,AdityaGoswami_,"Some Predictions for #LokSabhaElections2019 

Rahul Gandhi ji has Raajyog and will either be the King (PM) or Kingmaker
He will become PM for 2 terms in his life time

If NDA comes to power-
Either it will come with full majority (PM=Modi)
or &gt;200,
Rajnath Singh ji has Raajyog,",pos
322,2019-05-17 09:02:43+00:00,SauravDhanbad,"@Neha402 @RahulGandhi @INCIndia @OxfordWords @sambitswaraj @INCSandesh @JM_Scindia @dhruv_rathee @BJP4India @AmitShah @AmanChopra_ @sudhirchaudhary @narendramodi First , aunty ji , I am Under 18😂

And Rahul haven't threw the ""Bait""😛

He shows his Foolishness and He doesn't have any Right and Applicable Issue for #LokSabhaElections2019 , that's why he is throwing ""Bait"" for the ""Chamcha"" for Justifying Him.

#ChangeRahulSaveCongress",neg
323,2019-05-17 08:49:14+00:00,shivazzafilms,"A Comman man Prediction 4 #23mayresult  @BJP4India 285+ #NDA 350+ #INC 60-75  sheet #BJP Loss of 30-40 Sheets  from (Up-Mp,Raj,CG,Will be coverd frrom Bangal,South &amp; MH) #SP 10 #BSP 15-20 @narendramodi NEXT PM  @ashwani_mahajan @amitmalviya @Ra_THORe @kg_suresh @PiyushGoyal 🇮🇳🙏",neg
324,2019-05-17 08:48:53+00:00,DipantoS,"#celebrating 5yrs of @narendramodi #Govt. In 2014, #Modi ji came to power with majority, With the goal to growth &amp; #development. Powering #India towards #NewIndia.
#ApnaModiAayega in
#LokSabhaElections2019 . And the #journey continues.
#भारत_माता_की_जय 

#JaiHind 🇮🇳",pos
325,2019-05-17 08:46:33+00:00,srkfan_sai,"I think its crystal clear that @narendramodi has done nothing in last 5 years and cannot ask for vote on their governance. Else, they would have not dragged Rajiv Gandhi, Nehru, Godse, Vidyasagar, Bofors and 1984 into their propagandas in this election. 
#LokSabhaElections2019",neg
326,2019-05-17 08:44:11+00:00,SAMVAD_India,@ashutosh83B @BJP4India @narendramodi @PMOIndia @AmitShah @AmitShahOffice IN REFERENCE STATEMENTS MADE BY @AnantkumarH @NALINKATEEL OR #PragyaThakur ON MURDER OF #MahatmaGandhi BY #NathuramGodse... IF U WANT TO COME OUT CLEAN IN EYES OF PEOPLE OF INDIA.. #EXPEL SUCH ELEMENTS FROM #BJP @akashbanerjee,neg
327,2019-05-17 08:42:06+00:00,pragyaatweets,@MaheshNBhatt Hello. Womanizer Keep yelling ..keep barking but the reality will slap you hard coz @narendramodi  is coming. for sure 💯  take your visa  and straight away shift to pakistan after kalank @aliaa08  can also join you.. #AayegaTohModiHi #ApnaModiAayega #BJP,neg
328,2019-05-17 08:36:57+00:00,SharanRoars,#FridayThoughts Dreaming of a greater stronger India once again under PM #DeshKaGauravModi Only thought till election results is BJP WINNING #LokSabhaElections2019 with thumping majority. This will not only be #FridayMotivation but mind you motivation for every Indian for years!,pos
329,2019-05-17 08:33:17+00:00,indiatvnews,"#LokSabhaElections2019 | #ElectionsWithIndiaTV
PM Narendra Modi to meet BJP workers part of the Lok Sabha campaign, later today, at the party office in Delhi",pos
330,2019-05-17 08:32:24+00:00,josephjohn2611,"RT timesofindia ""PM Narendra Modi to meet BJP workers part of the Lok Sabha campaign, later today at BJP office in Delhi, reports ANI 

#ElectionsWithTimes
#LokSabhaElections2019""",pos
331,2019-05-17 08:32:21+00:00,_anubhavk,PM Narendra Modi to meet 200 BJP workers in Delhi who were part of the Lok Sabha campaign #LokSabhaElections2019,pos
332,2019-05-17 08:31:12+00:00,YuvavaniC,"CACOPHONY OF #CAMPAIGN TO END TODAY: #PUBLIC DISCOURSE WITNESSES NEW LOW
#polls #POLL2019 #ElectionResults #FridayThoughts #FridayMotivation #FridayFeeling #PMModi #Politics #BJP",neg
333,2019-05-17 08:30:43+00:00,SharanRoars,"Dear Patriots,

Let's spread word on twitter elsewhere for 19th May Election. 

Create maximum awareness about importance of voting for PM @narendramodi and BJP. Please use  #Phase7 in all tweets. 

Every VOTE COUNTS!

Do it for INDIA!

#DeshKaGauravModi #LokSabhaElections2019",pos
334,2019-05-17 08:28:52+00:00,timesofindia,"PM Narendra Modi to meet BJP workers part of the Lok Sabha campaign, later today at BJP office in Delhi, reports ANI 

#ElectionsWithTimes
#LokSabhaElections2019",pos
335,2019-05-17 08:28:09+00:00,SharanRoars,"Dear Patriots,

Let's spread word on twitter elsewhere for 19th May Election. 

Let's contribute in whatever way we can,create maximum awareness about importance of voting for PM @narendramodi and BJP. Please use  #Phase7 in all tweets.

Each VOTE COUNTS!

#LokSabhaElections2019",pos
336,2019-05-17 08:19:39+00:00,sudiepshri,"#Baliya 

Once seat of late PM #ChandraShekhar

Caught in fierce caste battle 

SP has denied NeerajShekhar 
N put a Bramhan

#BJP nominated Bhadohi MP Birendra Singjh Mast

If half Bramhan votes Gathbandhan then its through",neg
337,2019-05-17 08:18:23+00:00,SharanRoars,This is your last chance. Please get ready to contribute towards a more better stronger India. Vote for Development. Vote for India. India needs a strong decisive leader PM @narendramodi #Phase7 GO OUT IN HUGE NUMBERS AND VOTE FOR BJP. #DeshKaGauravModi #LokSabhaElections2019,neg
338,2019-05-17 08:14:05+00:00,ajaypask,"@the_hindu #AnantKumarHegde  #RahulGandhi @AnantkumarH I think you haven't listened to @kanhaiyakumar saying if the safedjhut is coming to this way and modi coming from the front, safedjhut will change its way. You all are exposed. Worried you are left with people who are haters.",neg
339,2019-05-17 07:36:57+00:00,stormbrayker,"2014 Modi won by 20cr votes - seats 322 

2019 Kumbh mela visited by 25 crore voters who praised admin.
seats - you decide 

#LokSabhaElections2019",pos
340,2019-05-17 07:32:43+00:00,just_indy3,@sardesairajdeep No Sir.. You are biased towards @BJP4India @narendramodi &amp; pro @INCIndia @RahulGandhi &amp; anything anti #BJP,neg
341,2019-05-17 07:11:13+00:00,Rishit_Sodha98,"It's a first time in India ever that opposition is not ready to fight #LokSabhaElections2019 on a,
- Development agenda,
- Price rise issue,
- Corruption,

But forced to fighting on a basis with,
- Abusing Modiji,
- Falsehood,
- Cast politics, etc.
How rasist Modi is😂😂",neg
342,2019-05-17 06:50:16+00:00,HamzahAhmed_1,@narendramodi @narendramodi #BJP is a curropt and criminal party.,neg
343,2019-05-17 06:49:38+00:00,gvkgaurav,"We can make PM from BJP next time but not now.
#IndianElection2019",pos
344,2019-05-17 06:47:37+00:00,indiatvnews,"#LokSabhaElections2019 | #ElectionsWithIndiaTV
Prime Minister Narendra Modi addresses public meeting in Madhya Pradesh's Khargone",pos
345,2019-05-17 06:37:59+00:00,Ripudaman_Sinh,I am looking for that man who said just few days before i will fight till modi gets defeated. That too much burn. #LokSabhaElections2019,neg
346,2019-05-17 06:36:45+00:00,poonam0707,"There is no point in saying anything wrong about #Congress 
But the fans following of Mr. Narendra Modi is itself an evidence,
There is no need for any election when the leader is loved by heart by the followers#harharmodighargharmodi#voteformodi
Best wishes to #BJP @narendramodi",pos
347,2019-05-17 06:13:40+00:00,RadzOnline,#FridayFeeling I feel Like Being Cheated by #BPTPFraud We bought the flat 8 Years back but still no possession. I voted for #BJP for @thebetterindia but Don't see any help from @PMOIndia @narendramodi @mlkhattar @HardeepSPuri #IFeelLikeGotCheated,neg
348,2019-05-17 06:03:34+00:00,NizamFoujdar,"Another Bigot @nalinkateel from #BJP spews venom abt Late Shri Rajiv Gandhi.
It is clear that @BJP4India &amp; @narendramodi are not in control of their Leaders or it is their sinister plan defame the Real Patriots of this great Country.
#BJPSupportsTerrorists 
#BJPseDemocracyBachao",neg
349,2019-05-17 06:00:05+00:00,ArshiAnshi,"@ncbn @narendramodi #BJP government is fooling the people
#BJPSupportsTerrorists",neg
350,2019-05-17 05:59:10+00:00,iampravinyadav,"Likes of Pagya Singh thakur will ultimately become Bhasmasur. Even  Modi and Shah won't be able to control them. India will bleed. Eventually every Indian including Bhakts will be F#@ked  big time.

#bjp #modi #ElectionsWithTimes #NathuramGodse #Congress  #AmitShah #WARNING",neg
351,2019-05-17 05:57:52+00:00,ArshiAnshi,"@ncbn @narendramodi #BJP Government has badly fooled the people of our country on the matter of fuel and fuel prices
#BJPSupportsTerrorists",neg
